id,text,category,intent_hint,created_at
CS-03586,Can you provide a credit note for the overcharge? — any quick fix?,Billing,refund,2025-08-26 09:10:26.355576
CS-03587,Forgot my OTP and need access — any quick fix?,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-03588,Speed is very slow compared to my plan on my laptop and phone?,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-03589,What are your customer support hours? for my account.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03590,I got locked out after too many attempts for my account.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-03591,Do you have coverage in Gold Coast? — any quick fix?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-03592,I need a tax invoice with ABN for my records today?,Billing,overcharged,2025-08-26 09:10:26.355576
CS-03593,What are your customer support hours? — any quick fix?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-03594,I'm not receiving the username code since this morning?,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-03595,The app crashes when I try to open settings after the latest update.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03596,Forgot my 2FA and need access for my account.,Account Access,login,2025-08-26 09:10:26.355576
CS-03597,When does my billing cycle start and end? asap please.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-03598,High latency during video calls since yesterday on my laptop and phone.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03599,I cannot log in to my account for my account.,Account Access,login,2025-08-26 09:10:26.355576
CS-03600,how do i reset my security? — please advise.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03601,Is service available at my address in Perth? today?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03602,which features are included in the standard plan? for my account.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03603,Internet is not working in my area thanks?,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-03604,I want to know about your plans after the latest update.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03605,I'm getting error code AUTH-07 on login for my account.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-03606,My invoice is incorrect for this month asap please.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-03607,How do business accounts work for teams? on my laptop and phone.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03608,I'm not receiving the password code after the latest update.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-03609,Please help me update my registered phone number this week.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03610,my promo code didn't apply at checkout today.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-03611,I want to deactivate my account — please advise.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-03612,I want to cancel my subscription before renewal for my account.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-03613,How do business accounts work for teams? this week.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-03614,Do you support international roaming? thanks.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-03615,certain ports appear to be blocked on my network since this morning.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-03616,How do I update my card details? for my account.,Billing,refund,2025-08-26 09:10:26.355576
CS-03617,i'm not receiving the 2fa code for my account.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-03618,Do you offer a student discount? thanks.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-03619,My OTP isn't working and I can't sign in thanks.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-03620,What are your customer support hours? after the latest update.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03621,I need to verify my account to sign in — please advise.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-03622,Payment failed but the money was deducted — any quick fix?,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-03623,I'm getting error code NET-21 on login asap please?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03624,Can I get a copy of last month's invoice? today.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-03625,Pages won't load—could it be a DNS problem? — any quick fix?,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-03626,I'm not receiving the password code this week.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-03627,i need to reactivate my account thanks.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-03628,Internet is not working in my area this week.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-03629,Do you support international roaming? on my laptop and phone.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-03630,The app crashes when I try to open settings — any quick fix?,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-03631,how long does installation usually take? asap please.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03632,Can you provide a credit note for the overcharge? after the latest update.,Billing,refund,2025-08-26 09:10:26.355576
CS-03633,I'm not receiving the phone number code asap please?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03634,I cannot log in to my account since this morning.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-03635,I need to verify my account to sign in asap please.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-03636,Please issue a refund for the mistaken charge after the latest update.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-03637,What are the contract terms—month‑to‑month or annual? on my laptop and phone?,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-03638,Which features are included in the standard plan? today.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-03639,Do you offer a student discount?,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-03640,How do business accounts work for teams? on my laptop and phone.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-03641,I was charged twice for my subscription for my account.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-03642,High latency during video calls since yesterday today.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-03643,My router keeps disconnecting every few minutes on my laptop and phone.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-03644,How do I reset my security? — please advise.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-03645,Experiencing packet loss while gaming on my laptop and phone?,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-03646,Why does my session keep expiring so fast? — please advise.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-03647,I was charged twice for my subscription after the latest update.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-03648,Is there a free trial I can test first? after the latest update.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-03649,how long does installation usually take? on my laptop and phone.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03650,How do I update my card details? after the latest update?,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-03651,Login keeps failing with an 'invalid credentials' message since this morning.,Account Access,login,2025-08-26 09:10:26.355576
CS-03652,I want to know about your plans — any quick fix?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-03653,How can I change my email address? this week.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-03654,I'm not receiving the 2FA code — any quick fix?,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-03655,When does my billing cycle start and end? this week.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-03656,how can i change my email address? asap please.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-03657,I was charged twice for my subscription,Billing,refund,2025-08-26 09:10:26.355576
CS-03658,Can you provide a credit note for the overcharge? on my laptop and phone.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-03659,My promo code didn't apply at checkout since this morning.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-03660,I'm getting error code E500 on login — any quick fix?,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-03661,I need to reactivate my account — please advise.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-03662,Can I get a copy of last month's invoice?,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-03663,Is there an outage in Canberra? thanks.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-03664,Forgot my username and need access thanks.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-03665,Login keeps failing with an 'invalid credentials' message for my account?,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-03666,which features are included in the standard plan? for my account.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-03667,My password isn't working and I can't sign in — any quick fix?,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-03668,my router keeps disconnecting every few minutes asap please?,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03669,Speed is very slow compared to my plan,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03670,i want to deactivate my account — please advise.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-03671,I want to know about your plans on my laptop and phone.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-03672,My router keeps disconnecting every few minutes — any quick fix?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-03673,When does my billing cycle start and end? on my laptop and phone.,Billing,update_card,2025-08-26 09:10:26.355576
CS-03674,What are the contract terms—month‑to‑month or annual? asap please.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-03675,Is there a free trial I can test first? — any quick fix?,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-03676,How do business accounts work for teams? after the latest update.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-03677,I need to verify my account to sign in this week.,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-03678,speed is very slow compared to my plan for my account.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-03679,Which features are included in the standard plan?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-03680,Forgot my OTP and need access for my account.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-03681,Why does my session keep expiring so fast? after the latest update.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-03682,Experiencing packet loss while gaming thanks.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-03683,Do you offer a student discount? after the latest update.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-03684,my invoice is incorrect for this month for my account.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-03685,Payment failed but the money was deducted — please advise.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-03686,Do you support international roaming? thanks.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-03687,Which features are included in the standard plan? on my laptop and phone.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
